name	acc	count
2.30.30.140/FF/429	2.30.30.140/FF/429	11
2.30.30.140/FF/4382	2.30.30.140/FF/4382	11
2.30.30.140/FF/4383	2.30.30.140/FF/4383	1
2.30.30.140/FF/4580	2.30.30.140/FF/4580	2
2.30.30.140/FF/4730	2.30.30.140/FF/4730	6
2.30.30.140/FF/4738	2.30.30.140/FF/4738	9
2.30.30.140/FF/4750	2.30.30.140/FF/4750	4
2.30.30.140/FF/4755	2.30.30.140/FF/4755	11
2.30.30.140/FF/4756	2.30.30.140/FF/4756	5
2.30.30.140/FF/4759	2.30.30.140/FF/4759	4
2.30.30.140/FF/4764	2.30.30.140/FF/4764	5
2.30.30.140/FF/4766	2.30.30.140/FF/4766	3
2.30.30.140/FF/4774	2.30.30.140/FF/4774	3
2.30.30.140/FF/4775	2.30.30.140/FF/4775	24
2.30.30.140/FF/48	2.30.30.140/FF/48	104
2.30.30.140/FF/4819	2.30.30.140/FF/4819	37
2.30.30.140/FF/4822	2.30.30.140/FF/4822	35
2.30.30.140/FF/4831	2.30.30.140/FF/4831	24
2.30.30.140/FF/4873	2.30.30.140/FF/4873	16
2.30.30.140/FF/4879	2.30.30.140/FF/4879	78
2.30.30.140/FF/4889	2.30.30.140/FF/4889	3
2.30.30.140/FF/662	2.30.30.140/FF/662	31
2.30.30.140/FF/683	2.30.30.140/FF/683	32
2.30.30.140/FF/783	2.30.30.140/FF/783	64
2.30.30.140/FF/821	2.30.30.140/FF/821	102
2.30.30.290/FF/199	2.30.30.290/FF/199	12
2.30.30.30/FF/8258	2.30.30.30/FF/8258	6
2.30.30.310/FF/5	2.30.30.310/FF/5	2
2.30.30.370/FF/228	2.30.30.370/FF/228	7
2.30.30.40/FF/10196	2.30.30.40/FF/10196	10
2.30.30.40/FF/1027	2.30.30.40/FF/1027	19
2.30.30.40/FF/1028	2.30.30.40/FF/1028	9
2.30.30.40/FF/10453	2.30.30.40/FF/10453	13
2.30.30.40/FF/1096	2.30.30.40/FF/1096	9
2.30.30.40/FF/1098	2.30.30.40/FF/1098	11
2.30.30.40/FF/1188	2.30.30.40/FF/1188	18
2.30.30.40/FF/12625	2.30.30.40/FF/12625	9
2.30.30.40/FF/13958	2.30.30.40/FF/13958	9
2.30.30.40/FF/17796	2.30.30.40/FF/17796	9
2.30.30.40/FF/1842	2.30.30.40/FF/1842	16
2.30.30.40/FF/18957	2.30.30.40/FF/18957	4
2.30.30.40/FF/18981	2.30.30.40/FF/18981	24
2.30.30.40/FF/18985	2.30.30.40/FF/18985	20
2.30.30.40/FF/18987	2.30.30.40/FF/18987	13
2.30.30.40/FF/18993	2.30.30.40/FF/18993	18
2.30.30.40/FF/18995	2.30.30.40/FF/18995	9
2.30.30.40/FF/18996	2.30.30.40/FF/18996	21
2.30.30.40/FF/19009	2.30.30.40/FF/19009	13
2.30.30.40/FF/19010	2.30.30.40/FF/19010	9
2.30.30.40/FF/19016	2.30.30.40/FF/19016	13
2.30.30.40/FF/19031	2.30.30.40/FF/19031	12
2.30.30.40/FF/19032	2.30.30.40/FF/19032	9
2.30.30.40/FF/19039	2.30.30.40/FF/19039	9
2.30.30.40/FF/19054	2.30.30.40/FF/19054	18
2.30.30.40/FF/19056	2.30.30.40/FF/19056	9
2.30.30.40/FF/19062	2.30.30.40/FF/19062	16
2.30.30.40/FF/19066	2.30.30.40/FF/19066	3
2.30.30.40/FF/19084	2.30.30.40/FF/19084	1
2.30.30.40/FF/19085	2.30.30.40/FF/19085	9
2.30.30.40/FF/19090	2.30.30.40/FF/19090	18
2.30.30.40/FF/19095	2.30.30.40/FF/19095	9
2.30.30.40/FF/19097	2.30.30.40/FF/19097	9
2.30.30.40/FF/19104	2.30.30.40/FF/19104	10
2.30.30.40/FF/1911	2.30.30.40/FF/1911	18
2.30.30.40/FF/19110	2.30.30.40/FF/19110	18
2.30.30.40/FF/19112	2.30.30.40/FF/19112	9
2.30.30.40/FF/19113	2.30.30.40/FF/19113	22
2.30.30.40/FF/19130	2.30.30.40/FF/19130	18
2.30.30.40/FF/19131	2.30.30.40/FF/19131	10
2.30.30.40/FF/19144	2.30.30.40/FF/19144	18
2.30.30.40/FF/19145	2.30.30.40/FF/19145	19
2.30.30.40/FF/19148	2.30.30.40/FF/19148	9
2.30.30.40/FF/19150	2.30.30.40/FF/19150	9
2.30.30.40/FF/19153	2.30.30.40/FF/19153	15
2.30.30.40/FF/19185	2.30.30.40/FF/19185	9
2.30.30.40/FF/19192	2.30.30.40/FF/19192	9
2.30.30.40/FF/19195	2.30.30.40/FF/19195	14
2.30.30.40/FF/19203	2.30.30.40/FF/19203	25
2.30.30.40/FF/19211	2.30.30.40/FF/19211	2
2.30.30.40/FF/19214	2.30.30.40/FF/19214	9
2.30.30.40/FF/19216	2.30.30.40/FF/19216	13
2.30.30.40/FF/19217	2.30.30.40/FF/19217	9
2.30.30.40/FF/19218	2.30.30.40/FF/19218	18
2.30.30.40/FF/19252	2.30.30.40/FF/19252	19
2.30.30.40/FF/19254	2.30.30.40/FF/19254	9
2.30.30.40/FF/19287	2.30.30.40/FF/19287	9
2.30.30.40/FF/19321	2.30.30.40/FF/19321	9
2.30.30.40/FF/19332	2.30.30.40/FF/19332	9
2.30.30.40/FF/19333	2.30.30.40/FF/19333	9
2.30.30.40/FF/19337	2.30.30.40/FF/19337	9
2.30.30.40/FF/19338	2.30.30.40/FF/19338	20
2.30.30.40/FF/19351	2.30.30.40/FF/19351	10
2.30.30.40/FF/19354	2.30.30.40/FF/19354	23
2.30.30.40/FF/19364	2.30.30.40/FF/19364	11
2.30.30.40/FF/19366	2.30.30.40/FF/19366	18
2.30.30.40/FF/19370	2.30.30.40/FF/19370	22
2.30.30.40/FF/19373	2.30.30.40/FF/19373	18
2.30.30.40/FF/19376	2.30.30.40/FF/19376	10
2.30.30.40/FF/19379	2.30.30.40/FF/19379	9
2.30.30.40/FF/19396	2.30.30.40/FF/19396	20
2.30.30.40/FF/19404	2.30.30.40/FF/19404	14
2.30.30.40/FF/19409	2.30.30.40/FF/19409	18
2.30.30.40/FF/19418	2.30.30.40/FF/19418	13
2.30.30.40/FF/19423	2.30.30.40/FF/19423	9
2.30.30.40/FF/19433	2.30.30.40/FF/19433	9
2.30.30.40/FF/19437	2.30.30.40/FF/19437	18
2.30.30.40/FF/19438	2.30.30.40/FF/19438	20
2.30.30.40/FF/19440	2.30.30.40/FF/19440	20
2.30.30.40/FF/19446	2.30.30.40/FF/19446	9
2.30.30.40/FF/19459	2.30.30.40/FF/19459	10
2.30.30.40/FF/19467	2.30.30.40/FF/19467	10
2.30.30.40/FF/19493	2.30.30.40/FF/19493	26
2.30.30.40/FF/19497	2.30.30.40/FF/19497	18
2.30.30.40/FF/19531	2.30.30.40/FF/19531	7
2.30.30.40/FF/19541	2.30.30.40/FF/19541	22
2.30.30.40/FF/19555	2.30.30.40/FF/19555	9
2.30.30.40/FF/19558	2.30.30.40/FF/19558	9
2.30.30.40/FF/19599	2.30.30.40/FF/19599	10
2.30.30.40/FF/19606	2.30.30.40/FF/19606	18
2.30.30.40/FF/19610	2.30.30.40/FF/19610	9
2.30.30.40/FF/19613	2.30.30.40/FF/19613	20
2.30.30.40/FF/19617	2.30.30.40/FF/19617	9
2.30.30.40/FF/19630	2.30.30.40/FF/19630	18
2.30.30.40/FF/19633	2.30.30.40/FF/19633	9
2.30.30.40/FF/19635	2.30.30.40/FF/19635	9
2.30.30.40/FF/19652	2.30.30.40/FF/19652	19
2.30.30.40/FF/19657	2.30.30.40/FF/19657	12
2.30.30.40/FF/19662	2.30.30.40/FF/19662	27
2.30.30.40/FF/19672	2.30.30.40/FF/19672	9
2.30.30.40/FF/19683	2.30.30.40/FF/19683	20
2.30.30.40/FF/19688	2.30.30.40/FF/19688	9
2.30.30.40/FF/19694	2.30.30.40/FF/19694	21
2.30.30.40/FF/19701	2.30.30.40/FF/19701	19
2.30.30.40/FF/19716	2.30.30.40/FF/19716	9
2.30.30.40/FF/19723	2.30.30.40/FF/19723	9
2.30.30.40/FF/19755	2.30.30.40/FF/19755	10
2.30.30.40/FF/19775	2.30.30.40/FF/19775	9
2.30.30.40/FF/19796	2.30.30.40/FF/19796	9
2.30.30.40/FF/19804	2.30.30.40/FF/19804	4
2.30.30.40/FF/2222	2.30.30.40/FF/2222	9
2.30.30.40/FF/2331	2.30.30.40/FF/2331	9
2.30.30.40/FF/2332	2.30.30.40/FF/2332	18
2.30.30.40/FF/2941	2.30.30.40/FF/2941	22
2.30.30.40/FF/3249	2.30.30.40/FF/3249	18
2.30.30.40/FF/3270	2.30.30.40/FF/3270	22
2.30.30.40/FF/3564	2.30.30.40/FF/3564	2
2.30.30.40/FF/4231	2.30.30.40/FF/4231	9
2.30.30.40/FF/4377	2.30.30.40/FF/4377	18
2.30.30.40/FF/4499	2.30.30.40/FF/4499	9
2.30.30.40/FF/4659	2.30.30.40/FF/4659	9
2.30.30.40/FF/4916	2.30.30.40/FF/4916	9
2.30.30.40/FF/5307	2.30.30.40/FF/5307	9
2.30.30.40/FF/5472	2.30.30.40/FF/5472	9
2.30.30.40/FF/5899	2.30.30.40/FF/5899	9
2.30.30.40/FF/6626	2.30.30.40/FF/6626	18
2.30.30.40/FF/6684	2.30.30.40/FF/6684	18
2.30.30.40/FF/6723	2.30.30.40/FF/6723	20
2.30.30.40/FF/759	2.30.30.40/FF/759	15
2.30.30.40/FF/790	2.30.30.40/FF/790	18
2.30.30.40/FF/8114	2.30.30.40/FF/8114	9
2.30.30.40/FF/8316	2.30.30.40/FF/8316	15
2.30.30.40/FF/8874	2.30.30.40/FF/8874	5
2.30.30.40/FF/9377	2.30.30.40/FF/9377	9
2.30.30.40/FF/9696	2.30.30.40/FF/9696	10
2.30.30.40/FF/9951	2.30.30.40/FF/9951	10
2.40.10.10/FF/46615	2.40.10.10/FF/46615	2
2.40.10.10/FF/5016	2.40.10.10/FF/5016	4
2.40.170.20/FF/26184	2.40.170.20/FF/26184	1
2.40.240.10/FF/4208	2.40.240.10/FF/4208	1
2.40.290.10/FF/1131	2.40.290.10/FF/1131	1
2.40.290.10/FF/750	2.40.290.10/FF/750	1
2.40.290.10/FF/811	2.40.290.10/FF/811	1
2.40.30.10/FF/32567	2.40.30.10/FF/32567	1
2.40.340.10/FF/2097	2.40.340.10/FF/2097	1
2.40.40.20/FF/6548	2.40.40.20/FF/6548	1
2.40.50.100/FF/3751	2.40.50.100/FF/3751	3
2.40.50.100/FF/50113	2.40.50.100/FF/50113	4
2.40.50.100/FF/7130	2.40.50.100/FF/7130	1
2.40.50.140/FF/24077	2.40.50.140/FF/24077	6
2.40.50.140/FF/34932	2.40.50.140/FF/34932	2
2.40.50.140/FF/35203	2.40.50.140/FF/35203	6
2.40.50.140/FF/36464	2.40.50.140/FF/36464	4
2.40.50.140/FF/4761	2.40.50.140/FF/4761	4
2.40.50.140/FF/53003	2.40.50.140/FF/53003	2
2.40.50.140/FF/53145	2.40.50.140/FF/53145	2
2.40.50.140/FF/54459	2.40.50.140/FF/54459	2
2.40.50.140/FF/54494	2.40.50.140/FF/54494	2
2.40.50.140/FF/54606	2.40.50.140/FF/54606	2
2.40.50.140/FF/54705	2.40.50.140/FF/54705	2
2.40.50.140/FF/54800	2.40.50.140/FF/54800	2
2.40.50.140/FF/55026	2.40.50.140/FF/55026	2
2.40.50.140/FF/5750	2.40.50.140/FF/5750	7
2.40.50.140/FF/5883	2.40.50.140/FF/5883	8
2.40.50.140/FF/5891	2.40.50.140/FF/5891	8
2.40.50.140/FF/6389	2.40.50.140/FF/6389	6
2.40.50.140/FF/6398	2.40.50.140/FF/6398	10
2.40.50.140/FF/64316	2.40.50.140/FF/64316	4
2.40.50.140/FF/64365	2.40.50.140/FF/64365	1
2.40.50.140/FF/64392	2.40.50.140/FF/64392	2
2.40.50.140/FF/66126	2.40.50.140/FF/66126	1
2.40.50.140/FF/66383	2.40.50.140/FF/66383	2
2.40.50.140/FF/6976	2.40.50.140/FF/6976	3
2.40.50.140/FF/6978	2.40.50.140/FF/6978	5
2.40.50.140/FF/6983	2.40.50.140/FF/6983	3
2.40.50.140/FF/7008	2.40.50.140/FF/7008	3
2.40.50.140/FF/7024	2.40.50.140/FF/7024	3
2.40.50.140/FF/7043	2.40.50.140/FF/7043	3
2.40.50.140/FF/7244	2.40.50.140/FF/7244	5
2.40.50.140/FF/73625	2.40.50.140/FF/73625	2
2.40.50.140/FF/8000	2.40.50.140/FF/8000	3
2.40.50.40/FF/1474	2.40.50.40/FF/1474	8
2.40.50.40/FF/21	2.40.50.40/FF/21	47
2.40.50.40/FF/2731	2.40.50.40/FF/2731	22
2.40.50.40/FF/382	2.40.50.40/FF/382	78
2.40.50.40/FF/4183	2.40.50.40/FF/4183	104
2.40.50.40/FF/4853	2.40.50.40/FF/4853	121
2.40.50.40/FF/512	2.40.50.40/FF/512	55
2.40.50.40/FF/5631	2.40.50.40/FF/5631	45
2.40.50.40/FF/5637	2.40.50.40/FF/5637	1
2.40.50.40/FF/595	2.40.50.40/FF/595	39
2.40.50.40/FF/5984	2.40.50.40/FF/5984	133
2.40.50.40/FF/6830	2.40.50.40/FF/6830	139
2.40.50.40/FF/7329	2.40.50.40/FF/7329	16
2.40.50.40/FF/7456	2.40.50.40/FF/7456	80
2.40.50.40/FF/7745	2.40.50.40/FF/7745	53
2.40.50.40/FF/7784	2.40.50.40/FF/7784	9
2.40.50.40/FF/7874	2.40.50.40/FF/7874	20
2.40.50.40/FF/8179	2.40.50.40/FF/8179	4
2.40.50.40/FF/8617	2.40.50.40/FF/8617	90
2.40.50.40/FF/8631	2.40.50.40/FF/8631	170
2.40.50.40/FF/8672	2.40.50.40/FF/8672	130
2.40.50.40/FF/8679	2.40.50.40/FF/8679	68
2.40.50.40/FF/8703	2.40.50.40/FF/8703	153
2.40.50.40/FF/8705	2.40.50.40/FF/8705	56
2.40.50.40/FF/8732	2.40.50.40/FF/8732	147
2.40.50.40/FF/8780	2.40.50.40/FF/8780	18
2.40.50.40/FF/8784	2.40.50.40/FF/8784	154
2.40.50.40/FF/8810	2.40.50.40/FF/8810	168
2.40.50.40/FF/8812	2.40.50.40/FF/8812	170
2.40.50.40/FF/8818	2.40.50.40/FF/8818	130
2.40.50.40/FF/8819	2.40.50.40/FF/8819	23
2.40.50.40/FF/8821	2.40.50.40/FF/8821	161
2.40.50.40/FF/8826	2.40.50.40/FF/8826	159
2.40.50.40/FF/8833	2.40.50.40/FF/8833	150
2.40.50.40/FF/8863	2.40.50.40/FF/8863	138
2.40.50.40/FF/8873	2.40.50.40/FF/8873	73
2.40.50.40/FF/8874	2.40.50.40/FF/8874	100
2.40.50.40/FF/99	2.40.50.40/FF/99	73
2.40.50.90/FF/2994	2.40.50.90/FF/2994	4
2.40.50.90/FF/3036	2.40.50.90/FF/3036	17
2.40.70.10/FF/22817	2.40.70.10/FF/22817	3
2.60.120.10/FF/54493	2.60.120.10/FF/54493	4
2.60.120.180/FF/759	2.60.120.180/FF/759	6
2.60.120.20/FF/2094	2.60.120.20/FF/2094	4
2.60.120.200/FF/3748	2.60.120.200/FF/3748	2
2.60.120.260/FF/5631	2.60.120.260/FF/5631	2
2.60.120.280/FF/185	2.60.120.280/FF/185	1
2.60.120.290/FF/8041	2.60.120.290/FF/8041	2
2.60.120.310/FF/284	2.60.120.310/FF/284	1
2.60.120.340/FF/507	2.60.120.340/FF/507	8
2.60.120.340/FF/523	2.60.120.340/FF/523	15
2.60.120.590/FF/2382	2.60.120.590/FF/2382	1
2.60.120.590/FF/2398	2.60.120.590/FF/2398	1
2.60.120.590/FF/2409	2.60.120.590/FF/2409	1
2.60.120.590/FF/2425	2.60.120.590/FF/2425	1
2.60.120.590/FF/992	2.60.120.590/FF/992	1
2.60.120.610/FF/167	2.60.120.610/FF/167	1
2.60.120.650/FF/3268	2.60.120.650/FF/3268	16
2.60.120.650/FF/3272	2.60.120.650/FF/3272	18
2.60.120.650/FF/3306	2.60.120.650/FF/3306	35
2.60.120.650/FF/3317	2.60.120.650/FF/3317	75
2.60.120.650/FF/3331	2.60.120.650/FF/3331	13
2.60.120.650/FF/3332	2.60.120.650/FF/3332	23
2.60.120.650/FF/3343	2.60.120.650/FF/3343	40
2.60.120.650/FF/3350	2.60.120.650/FF/3350	19
2.60.120.650/FF/3353	2.60.120.650/FF/3353	22
2.60.120.650/FF/3364	2.60.120.650/FF/3364	16
2.60.120.650/FF/3370	2.60.120.650/FF/3370	10
2.60.120.650/FF/3371	2.60.120.650/FF/3371	37
2.60.120.650/FF/3375	2.60.120.650/FF/3375	12
2.60.120.650/FF/3377	2.60.120.650/FF/3377	37
2.60.120.650/FF/804	2.60.120.650/FF/804	26
2.60.20.10/FF/2492	2.60.20.10/FF/2492	3
2.60.200.20/FF/1034	2.60.200.20/FF/1034	4
2.60.200.20/FF/1105	2.60.200.20/FF/1105	5
2.60.200.20/FF/1277	2.60.200.20/FF/1277	8
2.60.200.20/FF/1675	2.60.200.20/FF/1675	5
2.60.200.20/FF/1911	2.60.200.20/FF/1911	4
2.60.200.20/FF/2153	2.60.200.20/FF/2153	4
2.60.200.20/FF/2821	2.60.200.20/FF/2821	3
2.60.200.20/FF/2875	2.60.200.20/FF/2875	6
2.60.200.20/FF/296	2.60.200.20/FF/296	2
2.60.200.20/FF/3037	2.60.200.20/FF/3037	1
2.60.200.20/FF/3112	2.60.200.20/FF/3112	1
2.60.200.20/FF/3450	2.60.200.20/FF/3450	1
2.60.200.20/FF/3925	2.60.200.20/FF/3925	7
2.60.200.20/FF/4742	2.60.200.20/FF/4742	5
2.60.200.20/FF/4841	2.60.200.20/FF/4841	6
2.60.200.20/FF/790	2.60.200.20/FF/790	1
2.60.200.20/FF/8114	2.60.200.20/FF/8114	1
2.60.200.20/FF/8122	2.60.200.20/FF/8122	5
2.60.200.20/FF/8124	2.60.200.20/FF/8124	2
2.60.200.20/FF/8126	2.60.200.20/FF/8126	5
2.60.200.20/FF/8129	2.60.200.20/FF/8129	9
2.60.200.20/FF/8130	2.60.200.20/FF/8130	5
2.60.200.20/FF/8153	2.60.200.20/FF/8153	7
2.60.200.20/FF/8160	2.60.200.20/FF/8160	8
2.60.200.20/FF/8171	2.60.200.20/FF/8171	3
2.60.200.20/FF/8183	2.60.200.20/FF/8183	2
2.60.200.20/FF/8190	2.60.200.20/FF/8190	8
2.60.200.20/FF/8202	2.60.200.20/FF/8202	2
2.60.200.20/FF/8209	2.60.200.20/FF/8209	1
2.60.200.20/FF/8213	2.60.200.20/FF/8213	2
2.60.200.20/FF/8223	2.60.200.20/FF/8223	1
2.60.200.20/FF/8243	2.60.200.20/FF/8243	4
2.60.200.20/FF/8245	2.60.200.20/FF/8245	3
2.60.200.20/FF/8268	2.60.200.20/FF/8268	5
2.60.200.20/FF/855	2.60.200.20/FF/855	5
2.60.40.10/FF/10028	2.60.40.10/FF/10028	4
2.60.40.10/FF/114940	2.60.40.10/FF/114940	2
2.60.40.10/FF/120277	2.60.40.10/FF/120277	1
2.60.40.10/FF/12203	2.60.40.10/FF/12203	4
2.60.40.10/FF/125286	2.60.40.10/FF/125286	9
2.60.40.10/FF/12629	2.60.40.10/FF/12629	2
2.60.40.10/FF/131608	2.60.40.10/FF/131608	1
2.60.40.10/FF/131668	2.60.40.10/FF/131668	1
2.60.40.10/FF/131962	2.60.40.10/FF/131962	13
2.60.40.10/FF/132356	2.60.40.10/FF/132356	2
2.60.40.10/FF/132582	2.60.40.10/FF/132582	4
2.60.40.10/FF/134432	2.60.40.10/FF/134432	3
2.60.40.10/FF/134662	2.60.40.10/FF/134662	7
2.60.40.10/FF/134820	2.60.40.10/FF/134820	7
2.60.40.10/FF/134834	2.60.40.10/FF/134834	7
2.60.40.10/FF/135010	2.60.40.10/FF/135010	4
2.60.40.10/FF/135027	2.60.40.10/FF/135027	1
2.60.40.10/FF/135047	2.60.40.10/FF/135047	3
2.60.40.10/FF/135461	2.60.40.10/FF/135461	1
2.60.40.10/FF/135684	2.60.40.10/FF/135684	7
2.60.40.10/FF/135801	2.60.40.10/FF/135801	16
2.60.40.10/FF/135814	2.60.40.10/FF/135814	4
2.60.40.10/FF/135943	2.60.40.10/FF/135943	11
2.60.40.10/FF/136250	2.60.40.10/FF/136250	12
2.60.40.10/FF/137830	2.60.40.10/FF/137830	12
2.60.40.10/FF/142	2.60.40.10/FF/142	10
2.60.40.10/FF/16643	2.60.40.10/FF/16643	2
2.60.40.10/FF/1679	2.60.40.10/FF/1679	2
2.60.40.10/FF/1769	2.60.40.10/FF/1769	6
2.60.40.10/FF/1838	2.60.40.10/FF/1838	6
2.60.40.10/FF/18774	2.60.40.10/FF/18774	4
2.60.40.10/FF/2064	2.60.40.10/FF/2064	13
2.60.40.10/FF/21767	2.60.40.10/FF/21767	1
2.60.40.10/FF/2650	2.60.40.10/FF/2650	3
2.60.40.10/FF/37304	2.60.40.10/FF/37304	2
2.60.40.10/FF/37400	2.60.40.10/FF/37400	9
2.60.40.10/FF/39973	2.60.40.10/FF/39973	2
2.60.40.10/FF/40603	2.60.40.10/FF/40603	3
2.60.40.10/FF/461	2.60.40.10/FF/461	5
2.60.40.10/FF/49477	2.60.40.10/FF/49477	2
2.60.40.10/FF/526	2.60.40.10/FF/526	1
2.60.40.10/FF/60835	2.60.40.10/FF/60835	2
2.60.40.10/FF/6283	2.60.40.10/FF/6283	1
2.60.40.10/FF/75034	2.60.40.10/FF/75034	2
2.60.40.10/FF/87	2.60.40.10/FF/87	3
2.60.40.10/FF/87567	2.60.40.10/FF/87567	3
2.60.40.1140/FF/583	2.60.40.1140/FF/583	1
2.60.40.1140/FF/797	2.60.40.1140/FF/797	5
2.60.40.1140/FF/828	2.60.40.1140/FF/828	5
2.60.40.1140/FF/853	2.60.40.1140/FF/853	1
2.60.40.1140/FF/856	2.60.40.1140/FF/856	4
2.60.40.1150/FF/46	2.60.40.1150/FF/46	2
2.60.40.1290/FF/120	2.60.40.1290/FF/120	2
2.60.40.1490/FF/15	2.60.40.1490/FF/15	6
2.60.40.1490/FF/177	2.60.40.1490/FF/177	7
2.60.40.150/FF/15365	2.60.40.150/FF/15365	6
2.60.40.150/FF/4203	2.60.40.150/FF/4203	3
2.60.40.1630/FF/695	2.60.40.1630/FF/695	2
2.60.40.1700/FF/114	2.60.40.1700/FF/114	5
2.60.40.1700/FF/141	2.60.40.1700/FF/141	5
2.60.40.1700/FF/142	2.60.40.1700/FF/142	8
2.60.40.1700/FF/143	2.60.40.1700/FF/143	5
2.60.40.1700/FF/43	2.60.40.1700/FF/43	6
2.60.40.1700/FF/58	2.60.40.1700/FF/58	6
2.60.40.1730/FF/4156	2.60.40.1730/FF/4156	1
2.60.40.60/FF/10076	2.60.40.60/FF/10076	2
2.60.40.60/FF/1443	2.60.40.60/FF/1443	2
2.60.40.60/FF/7936	2.60.40.60/FF/7936	5
2.60.40.790/FF/7580	2.60.40.790/FF/7580	1
2.70.160.11/FF/1063	2.70.160.11/FF/1063	9
2.70.160.11/FF/1226	2.70.160.11/FF/1226	3
2.70.160.11/FF/1235	2.70.160.11/FF/1235	6
2.70.160.11/FF/1266	2.70.160.11/FF/1266	7
2.70.160.11/FF/1295	2.70.160.11/FF/1295	15
2.70.160.11/FF/1297	2.70.160.11/FF/1297	10
2.70.160.11/FF/1304	2.70.160.11/FF/1304	31
2.70.160.11/FF/1310	2.70.160.11/FF/1310	14
2.70.160.11/FF/240	2.70.160.11/FF/240	28
2.70.160.11/FF/482	2.70.160.11/FF/482	20
2.70.160.11/FF/554	2.70.160.11/FF/554	3
2.70.160.11/FF/562	2.70.160.11/FF/562	14
2.70.160.11/FF/654	2.70.160.11/FF/654	14
2.70.160.11/FF/742	2.70.160.11/FF/742	17
2.70.160.11/FF/806	2.70.160.11/FF/806	18
2.70.170.10/FF/37	2.70.170.10/FF/37	1
2.70.40.10/FF/5055	2.70.40.10/FF/5055	8
2.80.10.50/FF/13034	2.80.10.50/FF/13034	2
2.90.20.10/FF/9658	2.90.20.10/FF/9658	13
2OG-FeII_Oxy_2	PF13532.6	1
3-alpha	PF03475.14	2
3.10.110.10/FF/6050	3.10.110.10/FF/6050	12
3.10.110.10/FF/6073	3.10.110.10/FF/6073	2
3.10.129.10/FF/475	3.10.129.10/FF/475	1
3.10.20.90/FF/14602	3.10.20.90/FF/14602	26
3.10.20.90/FF/16438	3.10.20.90/FF/16438	1
3.10.20.90/FF/16627	3.10.20.90/FF/16627	1
3.10.350.10/FF/3151	3.10.350.10/FF/3151	1
3.10.360.10/FF/161	3.10.360.10/FF/161	4
3.10.390.10/FF/1094	3.10.390.10/FF/1094	9
3.10.390.10/FF/1124	3.10.390.10/FF/1124	8
3.10.450.40/FF/1627	3.10.450.40/FF/1627	33
3.10.590.10/FF/998	3.10.590.10/FF/998	4
3.20.110.10/FF/2827	3.20.110.10/FF/2827	6
3.20.20.140/FF/4812	3.20.20.140/FF/4812	2
3.20.20.70/FF/116116	3.20.20.70/FF/116116	1
3.20.20.70/FF/120367	3.20.20.70/FF/120367	2
3.20.20.70/FF/89490	3.20.20.70/FF/89490	3
3.30.1120.40/FF/215	3.30.1120.40/FF/215	55
3.30.1120.50/FF/59	3.30.1120.50/FF/59	40
3.30.1330.30/FF/1131	3.30.1330.30/FF/1131	3
3.30.1330.30/FF/215	3.30.1330.30/FF/215	9
3.30.1330.30/FF/228	3.30.1330.30/FF/228	10
3.30.1330.30/FF/601	3.30.1330.30/FF/601	6
3.30.1330.30/FF/6670	3.30.1330.30/FF/6670	8
3.30.1330.30/FF/6738	3.30.1330.30/FF/6738	12
3.30.1330.30/FF/6768	3.30.1330.30/FF/6768	11
3.30.1330.30/FF/681	3.30.1330.30/FF/681	1
3.30.1330.30/FF/773	3.30.1330.30/FF/773	5
3.30.1330.30/FF/832	3.30.1330.30/FF/832	30
3.30.1330.60/FF/7926	3.30.1330.60/FF/7926	3
3.30.1360.40/FF/3874	3.30.1360.40/FF/3874	12
3.30.1360.40/FF/4320	3.30.1360.40/FF/4320	9
3.30.1360.40/FF/4348	3.30.1360.40/FF/4348	8
3.30.1370.10/FF/1031	3.30.1370.10/FF/1031	17
3.30.1370.10/FF/1120	3.30.1370.10/FF/1120	13
3.30.1370.10/FF/1123	3.30.1370.10/FF/1123	13
3.30.1370.10/FF/1282	3.30.1370.10/FF/1282	10
3.30.1370.10/FF/1369	3.30.1370.10/FF/1369	17
3.30.1370.10/FF/1399	3.30.1370.10/FF/1399	17
3.30.1370.10/FF/1548	3.30.1370.10/FF/1548	15
3.30.1370.10/FF/1751	3.30.1370.10/FF/1751	18
3.30.1370.10/FF/1763	3.30.1370.10/FF/1763	21
3.30.1370.10/FF/1768	3.30.1370.10/FF/1768	11
3.30.1370.10/FF/1891	3.30.1370.10/FF/1891	14
3.30.1370.10/FF/2236	3.30.1370.10/FF/2236	17
3.30.1370.10/FF/2284	3.30.1370.10/FF/2284	13
3.30.1370.10/FF/2351	3.30.1370.10/FF/2351	17
3.30.1370.10/FF/2421	3.30.1370.10/FF/2421	17
3.30.1370.10/FF/2470	3.30.1370.10/FF/2470	10
3.30.1370.10/FF/2579	3.30.1370.10/FF/2579	9
3.30.1370.10/FF/2692	3.30.1370.10/FF/2692	15
3.30.1370.10/FF/2697	3.30.1370.10/FF/2697	12
3.30.1370.10/FF/2701	3.30.1370.10/FF/2701	17
3.30.1370.10/FF/2832	3.30.1370.10/FF/2832	19
3.30.1370.10/FF/2976	3.30.1370.10/FF/2976	13
3.30.1370.10/FF/2990	3.30.1370.10/FF/2990	17
3.30.1370.10/FF/3023	3.30.1370.10/FF/3023	21
3.30.1370.10/FF/3043	3.30.1370.10/FF/3043	24
3.30.1370.10/FF/3044	3.30.1370.10/FF/3044	17
